StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q34,Q35,baseline_timer_First Click,baseline_timer_Last Click,baseline_timer_Page Submit,baseline_timer_Click Count,Q30,baseline_learning,main1_timer_First Click,main1_timer_Last Click,main1_timer_Page Submit,main1_timer_Click Count,main2_timer_First Click,main2_timer_Last Click,main2_timer_Page Submit,main2_timer_Click Count,main2_satisficing,main_pre_timer_First Click,main_pre_timer_Last Click,main_pre_timer_Page Submit,main_pre_timer_Click Count,main_pre_prompt_q,prompt_arch_timer_First Click,prompt_arch_timer_Last Click,prompt_arch_timer_Page Submit,prompt_arch_timer_Click Count,prompt_curb_appeal_t_First Click,prompt_curb_appeal_t_Last Click,prompt_curb_appeal_t_Page Submit,prompt_curb_appeal_t_Click Count,prompt_control_timer_First Click,prompt_control_timer_Last Click,prompt_control_timer_Page Submit,prompt_control_timer_Click Count,post_timer_First Click,post_timer_Last Click,post_timer_Page Submit,post_timer_Click Count,post_q,end_timer_First Click,end_timer_Last Click,end_timer_Page Submit,end_timer_Click Count,end_q,Q_TotalDuration,MTurkCode
2020-05-13 11:33:22,2020-05-13 11:41:09,IP Address,74.77.1.43,100,467,True,2020-05-13 11:41:09,R_1N50X3x9rDiDnMo,,,,,43.003692626953125,-78.84960174560546875,anonymous,EN,Yes,Yes,Yes,7.474,9.812,11,2,Definitely not,No,0,0,5.12,0,5.819,5.819,8.221,1,,11.916,49.427,134.448,3,"The house is made predominantly of brick.
The house has two bay windows.
The house has two chimneys.
There is a flower garden running in front of the house.
The roof appears to be made of slate.",0,0,82.997,0,,,,,,,,,6.803,170.4,173.434,6,"Three dormers protrude from the roof.
The house is a Georgian style that originated in England in the 1700s and 1800s and was inspired by earlier Italian architecture.
There is a wrought iron gate in front of the house.
The roof is built at a very steep pitch.
The house is built almost entirely of brick.",2.67,2.67,16.69,1,It was an educational and informative survey.,467,8500415072
2020-05-13 11:39:27,2020-05-13 11:43:24,IP Address,66.31.48.108,100,237,True,2020-05-13 11:43:25,R_3ISMxieS5jLT1bP,,,,,42.4279937744140625,-71.061798095703125,anonymous,EN,Yes,Yes,Yes,26.435,42.874,44.456,5,Definitely not,No,0,0,4.138,0,8.03,8.03,10.606,1,,5.102,54.808,61.943,7,"This house has an old-style architecture. Green spaces surround the house. The house has two main colors one of them is grey and the other is red. The house has a lot of windows. ",0,0,27.194,0,,,,,,,,,2.69,29.622,64.443,7,"This is a Gregorian style home that looks really ancient. The house has two levels and the main color is beige. There are a lot of windows in the house. This house is also tall. ",0.976,0.976,2.361,1,,237,1542819351
2020-05-13 11:39:29,2020-05-13 11:44:05,IP Address,68.179.240.85,100,276,True,2020-05-13 11:44:05,R_2VL9quLSooSrYuA,,,,,35.6027069091796875,-92.274200439453125,anonymous,EN,Yes,Yes,Yes,8.393,11.479,12.632,3,Definitely not,Yes,0,0,7.539,0,7.047,7.047,8.556,1,,4.286,4.286,47.766,1,"This house has red brick exterior.  I has white trimmed windows.  The house has multiple fireplaces.  The house has a red roof.  The house has 3 stories. ",,,,,,,,,14.52,27.401,91.327,3,4.077,4.077,52.9,1,"This is an older home. It has 3 stories.  It has multiple fireplaces.  It has white trimmed windows and doors.  ",0.506,17.309,34.359,3,"I'm not sure what the article had to do with the house, unless the articles were signed there. ",276,102005349
2020-05-13 11:34:01,2020-05-13 11:44:46,IP Address,104.42.46.216,100,645,True,2020-05-13 11:44:47,R_3szTkaNLwEms0Hr,,,,,37.33880615234375,-121.8914031982421875,anonymous,EN,Yes,Yes,Yes,1.557,3.826,4.985,2,Definitely yes,Yes,0,0,12.494,0,4.801,46.775,47.755,18,,7.014,60.131,321.482,2,This survey is very nice.and then you  can see tha describe photograph a very beautiful house.let tha house outside nature.flowers very nice climate.,,,,,3.949,3.949,5.19,1,,,,,6.604,205.374,207.408,9,This home  is very nice and then laxuries house.very silent places.let this nature very beautiful.the house many window very nice.,4.576,4.576,23.198,1,This home  is very nice and then laxuries house.very silent places.let this nature very beautiful.the house many window very nice.2 type of house see this survey.,645,2083738408
2020-05-13 11:42:47,2020-05-13 11:48:34,IP Address,198.228.68.59,100,346,True,2020-05-13 11:48:34,R_1pXpKMnnQrrkpQM,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Yes,Yes,1.35,2.205,3.215,2,A little bit,Yes,0,0,31.183,0,58.255,84.781,85.844,19,,1.855,27.578,29.952,9,". Thus, the initial goal (DESCRIBE HOUSE .",,,,,,,,,0,0,1.5,0,1.818,1.818,2.937,1,". Thus, the initial goal (DESCRIBE HOUSE .",77.347,97.12,99.263,9,These templates were designed to help get you started. .,346,6065091942
2020-05-13 11:37:32,2020-05-13 11:49:02,IP Address,64.44.81.12,100,690,True,2020-05-13 11:49:02,R_AgQSxgiyxm6jtfj,,,,,39.612396240234375,-104.880401611328125,anonymous,EN,Yes,Yes,Yes,10.207,15.639,16.751,3,Definitely yes,Yes,0,0,32.559,0,62.335,62.335,91.576,1,,261.955,289.785,304.104,5,"The roof is high and square shaped and is covered with roses. One large chimney pokes out of the roof. Several long, thin windows let in plenty of light to the rooms below the roof.",,,,,55.792,55.792,57.152,1,,,,,88.536,88.536,106.185,1,"From the outside this house looks snug and comfortable. It has been built with yellow pine wood and has red brick decorations. Tall, squared windows allow enough light to enter the home and have been added to the house in a very asymmetric way.",1.758,1.758,12.755,1,nothing,690,306366253
2020-05-13 11:46:48,2020-05-13 11:51:05,IP Address,68.226.117.212,100,257,True,2020-05-13 11:51:05,R_2QfyDN0aNOk5emY,,,,,31.5402069091796875,-110.266998291015625,anonymous,EN,Yes,Yes,Yes,0,0,12.339,0,A little bit,Yes,0.831,0.831,2.806,1,11.554,51.119,52.712,9,,3.71,8.701,51.582,4,this house is very beautifull and it will be placed in the very nature so this will be very happy to the people who stayed in the home,,,,,,,,,3.121,3.121,24.447,1,0.465,0.465,54.583,1,this house have some garden in the outside this will very usefull to the people to walk in the garden and the people will make some exercise,4.821,4.821,8.413,1,nice one,257,3398814299
2020-05-13 11:44:09,2020-05-13 11:51:45,IP Address,24.142.157.242,100,455,True,2020-05-13 11:51:45,R_0DnOgkVuF2oGRih,,,,,41.0413055419921875,-83.6461029052734375,anonymous,EN,Yes,Yes,Yes,8.276,11.993,12.85,3,Definitely yes,Yes,0,0,4.841,0,11.45,11.45,12.652,1,,13.874,121.346,212.436,10,This is a historical house that has been remolded. A brick home with quaint landscaping. Looks like the potential for a corner lot. Lots of character and  beautiful curb apeal.,15.861,15.861,66.038,1,,,,,,,,,9.098,9.098,111.377,1,A historical home with some colonial features. Location looks posh and upper class. Landscaping could use some color. Beautiful windows and trim lines. Potentially a guest house in back.,0,0,3.462,0,,455,45094266
2020-05-13 11:45:33,2020-05-13 11:51:56,IP Address,173.245.203.33,100,382,True,2020-05-13 11:51:57,R_3R8971wEg86Auzh,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,Yes,Yes,Yes,16.796,21.181,22.795,3,Definitely yes,Yes,0,0,11.575,0,90.262,91.99,94.585,2,,6.214,142.866,145.64,8,this is a very beautiful house in a serene environment,,,,,0,0,9.157,0,,,,,7.977,27.755,42.087,4,this is a nice house,1.539,1.539,28.62,1,this is an interesting survey,382,1179329520
2020-05-13 11:46:29,2020-05-13 11:55:40,IP Address,47.135.1.239,100,551,True,2020-05-13 11:55:40,R_RnxfQiiX1GrmVgJ,,,,,35.753204345703125,-81.3264007568359375,anonymous,EN,Yes,Yes,Yes,6.323,7.777,18.602,2,Definitely not,No,0,0,11.854,0,4.041,4.041,5.883,1,,4.604,203.935,206.29,6,"This is a brick home with decorative red brick as well as lighter grey bricks, and a red roof. The front half of the first floor features two bay windows. The top floor has three front facing windows, and there are three smaller windows peeking out of the attic/top floor/roof. The house has two chimneys. The landscaping is well maintained and features red flowers matching the decorative red features of the house. ",,,,,,,,,0,0,86.238,0,1.936,131.412,181.1,5,"This is a large, imposing brick house. It is grey brick, with decorative red brick around the many window. The front door is surrounded with a decorative white arch, and there are two white trimmed windows on each side of the door. Five equally large windows face front on the second story, also white trimmed. The tall peeked roof has three smaller windows poking out. There are two chimneys, one on each side of the house. The landscaping is tidy, if minimal, though it is hard to tell from a late fall/winter picture. ",0,0,3.251,0,,551,4759261473
2020-05-13 11:34:07,2020-05-13 11:55:45,IP Address,99.57.35.40,100,1297,True,2020-05-13 11:55:45,R_pJLR7tsdq2GhnpL,,,,,42.35400390625,-87.86750030517578125,anonymous,EN,Yes,Yes,Yes,26.691,36.872,39.426,3,Definitely not,Yes,14.427,14.427,18.213,1,15.582,15.582,27.036,1,,19.71,713.051,715.102,30,"It's a three-story English cottage that has a lot of warm charm and sophistication, it has a two-stack chimney's and is quite a hidden gem. This self - catering cottage might provide the most romantic holiday in England. This bed and breakfast can house two to three couples at one time.",,,,,0,0,38.097,0,,,,,12.607,372.783,410.778,21,"The Sherlock Holmes Museum is England's most famous address. The house is still faithfully maintained as it was kept in Victorian Times, its like stepping back in time, and when you visit London, remember to visit the world's most famous address. The house is protected by the government due to its ""special architectural and historical interest""",0,0,6.551,0,,1297,8054283410
2020-05-13 11:33:36,2020-05-13 12:04:46,IP Address,199.0.197.18,100,1869,True,2020-05-13 12:04:46,R_7NCwsDwMV9VfKPD,,,,,39.4380035400390625,-98.12400054931640625,anonymous,EN,Yes,Yes,Yes,7.939,9.124,10.142,2,Definitely not,No,0,0,4.949,0,8.311,8.311,9.983,1,,8.947,76.765,80.616,6,This is an antique house that appears to be well kept. I good condition. The yard is well kept. Their is also flowers in the garden.,0,0,18.259,0,,,,,,,,,356.038,384.314,402.169,5,A colonial-style house. Appears to be well cared for. Has nice fencing and well maintained outer area.,0,0,1.883,0,,1869,6985391932
2020-05-13 11:58:48,2020-05-13 12:06:17,IP Address,38.68.40.214,100,448,True,2020-05-13 12:06:17,R_2wG13G3e6e2WiyH,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Yes,Yes,5.606,7.634,8.731,2,A little bit,Yes,0,0,3.893,0,4.763,8.906,13.48,8,,10.428,10.428,182.218,1,"I like that house and its look great and i'm very interested to buy that its look like luxuries and the outdoor interior are good and the garden like its very good looking and the front windows looks great                                                       
                                                                                                                            ",,,,,,,,,17.212,27.589,30.865,9,20.845,20.957,136.644,2,"Its look like great but the color was little bad i think and the front view its good and the windows are good and i like the front tree                                                                                                                                        
                                                                                                                                                                        
                                                                                                                      ",9.812,9.886,16.247,2,good,448,200269073
2020-05-13 12:05:14,2020-05-13 12:10:34,IP Address,107.11.182.13,100,319,True,2020-05-13 12:10:34,R_1Cf1ooBcNxrUGNx,,,,,40.2738037109375,-81.86620330810546875,anonymous,EN,Yes,Yes,Yes,4.834,8.32,9.553,3,Definitely not,Yes,4.488,4.488,9.644,1,6.41,6.41,8.243,1,,9.329,62.729,63.575,4,This house is a single family home. The home has plenty of curb appeal. The home appears to have 3 stories. This looks to be a great home to raise a family in.,16.099,119.854,125.358,3,,,,,,,,,5.531,72.016,72.484,3,"This is a Georgian style home. This style of home originated in England and came to the US in the 1700s. This style is common amongst courthouses and schools. The design is very symmetrical. ",1.991,1.991,7.489,1,Nothing,319,7966486075
2020-05-13 12:07:36,2020-05-13 12:12:53,IP Address,13.64.102.178,100,317,True,2020-05-13 12:12:53,R_1fdqIza074TjjI6,,,,,37.33880615234375,-121.8914031982421875,anonymous,EN,Yes,Yes,Yes,3.654,6.483,8.269,4,Definitely yes,Yes,0,0,38.694,0,7.071,73.418,74.888,29,,32.071,32.071,64.126,1,GOOD PLACE AND COMFORTABLE HOUSE FOR EVERY ONE,,,,,13.72,14.483,42.455,2,,,,,3.761,8.701,39.574,4,house good condition but near by trees are bad one,10.276,10.276,19.427,1,good,317,8797725080
2020-05-13 12:20:39,2020-05-13 12:22:05,IP Address,69.243.169.227,100,85,True,2020-05-13 12:22:05,R_1KrtEPIANR4PWZI,,,,,41.6717987060546875,-86.21360015869140625,anonymous,EN,Yes,Yes,Yes,4.1,5.855,6.223,3,Definitely not,Yes,0.482,0.482,1.435,1,1.957,1.957,2.573,1,,0.481,1.901,16.116,2,It is old. It has three stories. It is made of brick. IT has flowers in front.,,,,,17.677,25.92,28.515,5,,,,,0.55,2.095,16.301,3,It is old. The trees are barren. It as three stories. It is made of brick,0,0,1.465,0,,85,3445573518
2020-05-13 12:19:11,2020-05-13 12:28:45,IP Address,208.192.16.212,100,573,True,2020-05-13 12:28:45,R_BY99Iu3tRFTC1Hz,,,,,39.7384033203125,-75.6656036376953125,anonymous,EN,Yes,Yes,Yes,6.78,32.284,33.236,7,A little bit,Yes,0,0,132.776,0,19.58,19.58,20.911,1,,13.313,110.894,112.026,12,I would like to say this house looking like good and very natural and luxury and i think this house are pleasant place,,,,,,,,,19.681,27.432,28.208,2,6.825,57.803,107.325,2,"I would like to say this house looking like better and simple good, some nature and individual, This house are little bit good  ",8.997,31.715,36.326,3,good study,573,1678176932
2020-05-13 12:00:49,2020-05-13 12:29:04,IP Address,102.129.240.244,100,1695,True,2020-05-13 12:29:04,R_1hLIZEnINMZbQqc,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,Yes,Yes,Yes,98.157,101.03,102.667,2,Definitely yes,Yes,8.139,8.139,10.002,1,89.372,89.372,91.632,1,,14.874,56.347,58.756,2,Beautiful natural environmental house.,,,,,,,,,13.884,14.451,49.541,2,2.343,196.424,197.114,11,This house  independent controlled outdoor outlet.,31.604,31.604,48.233,1,I like to share own house dream project.,1695,8930646367
2020-05-13 12:37:12,2020-05-13 12:42:02,IP Address,104.169.168.126,100,290,True,2020-05-13 12:42:02,R_3hbfn04OLCRc6mh,,,,,35.34820556640625,-83.20279693603515625,anonymous,EN,Yes,Yes,Yes,0,0,9.63,0,Definitely not,Yes,0,0,1.543,0,7.221,7.221,8.886,1,,5.603,5.603,37.939,1,The house is two stories.  It is made of brick. The has a red roof.  It has three dormer windows.,32.147,32.147,36.411,1,,,,,,,,,1.855,1.855,37.959,1,This is a Georgian style house.  It has two stories.  There are five windows spaced evenly across the second floor.  There are three dormer windows.,0.807,3.52,4.08,2,,290,779685350
2020-05-13 12:37:04,2020-05-13 12:45:26,IP Address,207.188.179.66,100,502,True,2020-05-13 12:45:27,R_wMmRN9M3MayGDYZ,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,Yes,Yes,Yes,11.517,30.869,32.129,2,A little bit,Yes,0,0,3.392,0,186.516,186.516,188.645,1,,6.862,6.862,49.58,1,Very attractive house and very nice.,,,,,0,0,2.891,0,,,,,4.12,4.12,23.422,1,Different nature of house,1.011,158.023,177.894,4,House beauty is like and love life.,502,2504550623
2020-05-13 12:42:48,2020-05-13 12:50:39,IP Address,73.135.119.248,100,470,True,2020-05-13 12:50:39,R_1M0XpassCcGH3Ny,,,,,39.324798583984375,-76.606201171875,anonymous,EN,Yes,Yes,Yes,29.907,32.571,33.523,2,Definitely not,Yes,0,0,7.181,0,9.921,9.921,11.08,1,,6.94,53.091,113.915,2,"Three story brick house with bay windows on the first floor. The house has two chimneys and a red tile roof. The outer walls are grey stone with red brick highlights. There's a small tree, flowers, and foliage in the front yard.",0,0,156.71,0,,,,,,,,,3.958,3.958,109.878,1,A three story house with a tall vaulted roof. Grey brick with a grey tile roof and four chimneys. Georgian style with a symmetrical design and large windows in front. Surrounded by tall Oak trees.,1.546,1.546,7.736,1,none,470,9896447425
2020-05-13 12:46:15,2020-05-13 12:54:12,IP Address,108.53.7.40,100,477,True,2020-05-13 12:54:12,R_2uxIv7RBtPUvKXf,,,,,40.8462066650390625,-74.705596923828125,anonymous,EN,Yes,Yes,Yes,7.23,8.934,9.974,2,Definitely not,Yes,0,0,4.057,0,5.346,5.346,6.813,1,,5.671,5.671,84.438,1,"This is a two story, brick house.  It has excellent curb appeal with a beautiful flowered walkway.  The exterior is mainly gray/brown brick with a red roof and accents.  There is no garage and it has limited street parking.",,,,,0,0,193.351,0,,,,,1.338,86.159,86.389,2,This is a two-story brick house in a quiet neighborhood.  The exterior is an earthy brown/gray color with red accents.  There are lots of windows for great natural light.  The landscape is clean and simple with a black iron fence in front.,0.448,0.448,5.619,1,no comments,477,9605698124
2020-05-13 12:54:31,2020-05-13 13:01:05,IP Address,98.235.48.150,100,394,True,2020-05-13 13:01:05,R_XY6AzDhhbQqud7r,,,,,40.2743988037109375,-76.70619964599609375,anonymous,EN,Yes,Yes,Yes,5.438,8.372,8.92,2,Definitely not,No,2.301,2.301,5.686,1,7.453,7.453,8.157,1,,3.623,3.623,91.408,1,"A large two story house in mostly brick.  This house has bay windows on the first floor, a red roof and beautiful greenery.  Appears to be suitable to a large family overall.  Condition is overall good though it appears the roof could use some maintenance.",,,,,,,,,5.466,5.466,26.927,1,4.985,4.985,79.888,1,"A large brick 18th century house on a decent size piece of property.  House has white windows, a red and brown roof.  In addition there is a black iron fence surrounding it adding to the privacy.  A charming piece of history.",0.988,0.988,1.866,1,,394,9653286202
2020-05-13 12:49:37,2020-05-13 13:01:25,IP Address,104.194.220.58,100,708,True,2020-05-13 13:01:25,R_1OGJG6oPqXvsMTe,,,,,40.78759765625,-74.05999755859375,anonymous,EN,Yes,Yes,Yes,17.6,19.352,20.526,2,Definitely not,Yes,1.939,1.939,6.452,1,22.999,22.999,24.101,1,,7.348,230.146,259.604,6,"This is an English Cottage house with exquisite architectural design. It is a common sight in the United Kingdom. With Rose petals adorning the landscape, this house looks set in the 1700s.",,,,,,,,,25.29,45.501,47.461,4,3.61,241.49,244.45,9,"Similar to the popular detective Sherlock Holme's building which has now turned to a museum. It packed an age-long history. The house has been preserved for its special architectural and historical interest"" and the famous 1st-floor study overlooking Baker Street.",7.853,7.853,27.27,1,Thank you for the opportunity given to participate in this study.,708,5174946575
